83,电视电影,88,3,,,,88,
84,传统服饰,88,3,,,,88,
85,交际风格,85,3,,,,85,
86,民歌,85,3,,,,85,
87,看影视及表演,84,3,,,,84,
88,安全,81,3,,,,81,
89,经济差异,80,3,,,,80,
90,绘画,79,3,,,,79,
91,网络通讯,79,3,,,,79,
92,天文历法,78,3,,,,78,
93,竞技体育,78,3,,,,78,
94,雕塑雕刻,77,3,,,,77,
95,外国对中国的影响,75,3,,,,75,
96,古代历史事件,75,3,,,,75,
97,历史年表,75,3,,,,75,
98,平面媒体,73,3,,,,73,
99,近代历史事件,70,3,,,,70,
100,教育机构,70,3,,,,70,
101,买房租房乔迁,70,3,,,,70,
102,颜色,70,3,,,,70,
103,劝吃劝喝,69,3,,,,69,
104,餐具及用餐方式,69,3,,,,69,
105,购物方式,69,3,,,,69,
106,网络媒体,68,3,,,,68,
107,政治问题,67,3,,,,67,
108,典籍,67,3,,,,67,
109,告别,64,3,,,,64,
110,中外交流史,64,3,,,,64,
111,自行车,62,3,,,,62,
112,外国人看中国人,61,3,,,,61,
113,身势语,59,3,,,,59,
114,退货维权,58,3,,,,58,
115,外国人到中国留学,57,3,,,,57,
116,家庭生活,55,4,,,,55,55
117,中国对外国的影响,53,4,,,,,53
118,跨文化交际实例,53,4,,,,,53
119,出租汽车,53,4,,,,,53
120,课外实践,52,4,,,,,52
121,结账,50,4,,,,,50
122,第二产业,50,4,,,,,50
123,儒家,48,4,,,,,48
124,标点符号,48,4,,,,,48
125,知识与技能学习,48,4,,,,,48
126,泡酒吧茶馆,47,4,,,,,47
127,住旅馆,47,4,,,,,47
128,课堂教育,46,4,,,,,46
129,第一产业,46,4,,,,,46
130,地铁轻轨,45,4,,,,,45
131,少数民族节日,45,4,,,,,45
132,电话礼仪,44,4,,,,,44
133,称赞,44,4,,,,,44
134,翻译,44,4,,,,,44
135,仪式或行为,44,4,,,,,44
136,全国性考试,43,4,,,,,43
137,民族乐器和作品,43,4,,,,,43
138,空运,40,4,,,,,40
139,请求,39,4,,,,,39
140,能源资源,39,4,,,,,39
141,国家象征,39,4,,,,,39
142,文化遗产,39,4,,,,,39
143,医疗保障,39,4,,,,,39
144,人际关系和谐,39,4,,,,,39
145,棋牌,39,4,,,,,39
146,公共汽车,38,4,,,,,38
147,熟人间称谓,37,4,,,,,37
148,致谢,37,4,,,,,37
149,上网休闲,37,4,,,,,37
150,游戏,37,4,,,,,37
151,音乐爱好和舞蹈,37,4,,,,,37
152,食材与佐料,37,4,,,,,37
153,广告,36,4,,,,,36
154,邀请,35,4,,,,,35
155,共文化对比,35,4,,,,,35
156,园林艺术,35,4,,,,,35
157,私家车,35,4,,,,,35
158,日常着装,35,4,,,,,35
159,户籍制度,34,4,,,,,34
160,中国和外国的互相影响,33,4,,,,,33
161,住房保障,33,4,,,,,33
162,日常天气,33,4,,,,,33
163,航天航海,32,4,,,,,32
164,节气习俗,32,4,,,,,32
165,退休养老制度,31,4,,,,,31
166,作息,31,4,,,,,31
167,国人之间,30,4,,,,,30
168,面子观念,30,4,,,,,30
169,佛教,30,4,,,,,30
170,外来节日,30,4,,,,,30
171,祝贺,29,4,,,,,29
172,道歉,29,4,,,,,29
173,人情关系,29,4,,,,,29
174,外表,29,4,,,,,29
175,空间观念,29,4,,,,,29
176,IT技术,29,4,,,,,29
177,水利科技,27,4,,,,,27
178,种花养草养宠物,25,4,,,,,25
179,邻里关系,24,4,,,,,24
180,圈层观念,24,4,,,,,24
181,民间信仰,24,4,,,,,24
182,爱国主义,23,4,,,,,23
183,房间功能和摆设,23,4,,,,,23
184,考古发现,22,4,,,,,22
185,中国人到海外留学,22,4,,,,,22
186,喝的,22,4,,,,,22
187,道家,21,4,,,,,21
188,谢绝推让,20,4,,,,,20
189,隐私观念,20,4,,,,,20
190,舞蹈,19,4,,,,,19
191,少数民族服饰,19,4,,,,,19
192,上菜顺序,18,4,,,,,18
193,广播,18,4,,,,,18
194,其它成员关系,18,4,,,,,18
195,国防,18,4,,,,,18
196,诚信观,18,4,,,,,18
197,颜色喜好,18,4,,,,,18
198,重量,18,4,,,,,18
199,收集收藏,17,4,,,,,17
200,外国人在外国学汉语,16,4,,,,,16
201,工业技术,16,4,,,,,16
202,中国人看外国人,15,4,,,,,15
203,自然观,15,4,,,,,15
204,宾客座次,14,4,,,,,14
205,幸福观,14,4,,,,,14
206,出入境,14,4,,,,,14
207,葬礼,14,4,,,,,14
208,其它,13,4,,,,,13
209,尊老敬老,13,4,,,,,13
210,农业技术,13,4,,,,,13
211,投机心理,12,4,,,,,12
212,个人护理,12,4,,,,,12
213,长度,12,4,,,,,12
214,其它流派,11,4,,,,,11
215,生活节奏,9,4,,,,,9
216,空间距离和秩序,8,4,,,,,8
217,餐桌禁忌,7,4,,,,,7
218,勤俭节约,7,4,,,,,7
219,水运,7,4,,,,,7
220,服从观念,6,4,,,,,6
221,论资排辈,6,4,,,,,6
222,守时与迟到,6,4,,,,,6
223,侠义观念,5,4,,,,,5
224,道教,5,4,,,,,5
225,能源技术,5,4,,,,,5
226,面部表情,4,4,,,,,4
227,从众心理,4,4,,,,,4
228,围观文化,4,4,,,,,4
229,尺寸,4,4,,,,,4
230,伊斯兰教,3,4,,,,,3
231,计划预约,3,4,,,,,3
232,温度,3,4,,,,,3
233,音量音高,2,4,,,,,2
234,重官仕,2,4,,,,,2
235,工作服,2,4,,,,,2
236,节庆着装,2,4,,,,,2
237,基督教天主教,1,4,,,,,1
