72,雕塑雕刻,52,3,,,,52,
73,铁路,52,3,,,,52,
74,货币,52,3,,,,52,
75,网络媒体,51,3,,,,51,
76,注音,50,3,,,,50,
77,写信寄信,49,3,,,,49,
78,绘画,48,3,,,,48,
79,方言,48,3,,,,48,
80,经济差异,47,3,,,,47,
81,讨价还价及打折,47,3,,,,47,
82,网络通讯,47,3,,,,47,
83,送礼收礼,46,3,,,,46,
84,看影视及表演,43,3,,,,43,
85,看病就医,42,3,,,,42,
86,亲属称谓,41,3,,,,41,
87,外国对中国的影响,40,3,,,,40,
88,竞技体育,39,3,,,,39,
89,知识与技能学习,39,3,,,,39,
90,交际风格,38,3,,,,38,
91,跨文化交际实例,38,3,,,,38,
92,生日,38,3,,,,38,
93,传统服饰,38,3,,,,38,
94,中国对外国的影响,37,3,,,,37,
95,外国人看中国人,37,3,,,,37,
96,中国体育,37,3,,,,37,
97,中外交流史,37,3,,,,37,
98,典籍,37,3,,,,37,
99,退货维权,37,3,,,,37,
100,节庆饮食,37,3,,,,37,
101,买房租房乔迁,36,3,,,,36,
102,烹饪方法,36,3,,,,36,
103,劝吃劝喝,35,3,,,,35,
104,餐具及用餐方式,35,3,,,,35,
105,告别,34,3,,,,34,
106,就餐地点,34,3,,,,34,
107,现代历史事件,33,3,,,,33,
108,教育机构,33,3,,,,33,
109,非传统节日,33,3,,,,33,
110,第二产业,32,3,,,,32,
111,天文历法,32,3,,,,32,
112,家庭生活,32,3,,,,32,
113,课外实践,31,3,,,,31,
114,购物方式,31,3,,,,31,
115,泡酒吧茶馆,30,3,,,,30,
116,共文化对比,29,3,,,,29,
117,文化遗产,29,3,,,,29,
118,第一产业,29,3,,,,29,
119,外国人到中国留学,28,3,,,,28,
120,课堂教育,28,3,,,,28,
121,颜色,28,3,,,,28,
122,少数民族节日,28,3,,,,28,
123,历史年表,27,4,,,,27,27
124,能源资源,27,4,,,,,27
125,园林艺术,27,4,,,,,27
126,广告,26,4,,,,,26
127,自行车,26,4,,,,,26
128,医疗保障,25,4,,,,,25
129,结账,24,4,,,,,24
130,请求,24,4,,,,,24
131,航天航海,24,4,,,,,24
132,出租汽车,23,4,,,,,23
133,上网休闲,23,4,,,,,23
134,电话礼仪,22,4,,,,,22
135,称赞,22,4,,,,,22
136,户籍制度,22,4,,,,,22
137,退休养老制度,22,4,,,,,22
138,人际关系和谐,22,4,,,,,22
139,儒家,22,4,,,,,22
140,近代历史事件,21,4,,,,,21
141,政治问题,21,4,,,,,21
142,住房保障,21,4,,,,,21
143,IT技术,21,4,,,,,21
144,民族乐器和作品,21,4,,,,,21
145,标点符号,21,4,,,,,21
146,私家车,21,4,,,,,21
147,仪式或行为,21,4,,,,,21
148,节气习俗,21,4,,,,,21
149,身势语,20,4,,,,,20
150,全国性考试,20,4,,,,,20
151,人情关系,20,4,,,,,20
152,佛教,19,4,,,,,19
153,游戏,19,4,,,,,19
154,住旅馆,19,4,,,,,19
155,外来节日,19,4,,,,,19
156,面子观念,18,4,,,,,18
157,公共汽车,18,4,,,,,18
158,棋牌,18,4,,,,,18
159,祝贺,17,4,,,,,17
160,致谢,17,4,,,,,17
161,中国和外国的互相影响,17,4,,,,,17
162,国人之间,17,4,,,,,17
163,邻里关系,17,4,,,,,17
164,地铁轻轨,17,4,,,,,17
165,空运,17,4,,,,,17
166,日常天气,17,4,,,,,17
167,中国人到海外留学,16,4,,,,,16
168,水利科技,16,4,,,,,16
169,作息,16,4,,,,,16
170,外表,15,4,,,,,15
171,邀请,14,4,,,,,14
172,考古发现,14,4,,,,,14
173,其它成员关系,14,4,,,,,14
174,圈层观念,14,4,,,,,14
175,爱国主义,14,4,,,,,14
176,食材与佐料,14,4,,,,,14
177,道歉,13,4,,,,,13
178,国防,13,4,,,,,13
179,空间观念,13,4,,,,,13
180,舞蹈,13,4,,,,,13
181,种花养草养宠物,13,4,,,,,13
182,日常着装,13,4,,,,,13
183,熟人间称谓,12,4,,,,,12
184,外国人在外国学汉语,12,4,,,,,12
185,诚信观,12,4,,,,,12
186,农业技术,12,4,,,,,12
187,收集收藏,12,4,,,,,12
188,国家象征,11,4,,,,,11
189,翻译,11,4,,,,,11
190,谢绝推让,10,4,,,,,10
191,道家,10,4,,,,,10
192,工业技术,10,4,,,,,10
193,少数民族服饰,10,4,,,,,10
194,中国人看外国人,9,4,,,,,9
195,隐私观念,9,4,,,,,9
196,民间信仰,9,4,,,,,9
197,幸福观,9,4,,,,,9
198,音乐爱好和舞蹈,9,4,,,,,9
199,喝的,9,4,,,,,9
200,广播,8,4,,,,,8
201,其它,8,4,,,,,8
202,上菜顺序,7,4,,,,,7
203,颜色喜好,7,4,,,,,7
204,自然观,7,4,,,,,7
205,房间功能和摆设,7,4,,,,,7
206,重量,7,4,,,,,7
207,宾客座次,6,4,,,,,6
208,个人护理,6,4,,,,,6
209,投机心理,5,4,,,,,5
210,尊老敬老,5,4,,,,,5
211,其它流派,5,4,,,,,5
212,生活节奏,5,4,,,,,5
213,服从观念,4,4,,,,,4
214,从众心理,4,4,,,,,4
215,能源技术,4,4,,,,,4
216,出入境,4,4,,,,,4
217,葬礼,4,4,,,,,4
218,勤俭节约,3,4,,,,,3
219,论资排辈,3,4,,,,,3
220,围观文化,3,4,,,,,3
221,道教,3,4,,,,,3
222,水运,3,4,,,,,3
223,长度,3,4,,,,,3
224,侠义观念,2,4,,,,,2
225,重官仕,2,4,,,,,2
226,伊斯兰教,2,4,,,,,2
227,计划预约,2,4,,,,,2
228,尺寸,2,4,,,,,2
229,工作服,2,4,,,,,2
230,餐桌禁忌,1,4,,,,,1
231,面部表情,1,4,,,,,1
232,基督教天主教,1,4,,,,,1
233,温度,1,4,,,,,1
234,节庆着装,1,4,,,,,1
